Project ID,Project Name,IM Group,Character Count
127778,ENVISION : Research Medical Center-EPS,C19-ENVISION : Research Medical Center-EPS,42
804558,ENVISION : Rio Grande Regional Hospital,C19-ENVISION : Rio Grande Regional Hospital,43
178654,ENVISION : Sacred Heart Hospital,C19-ENVISION : Sacred Heart Hospital,36
340899,ENVISION : Sacred Heart Hospital Pensacola-S,C19-ENVISION : Sacred Heart Hospital Pensacola-S,48
17045,ENVISION : Saint Peter's University-N,C19-ENVISION : Saint Peter's University-N,41
88859,ENVISION : San Gorgonio Memorial Hospital-W,C19-ENVISION : San Gorgonio Memorial Hospital-W,47
203978,ENVISION : Sentara Albemarle Medical Center-Hospitalist-N,C19-ENVISION : Sentara Albemarle Medical Center-Hospitalist-N,61
90414,ENVISION : Sentara Careplex-N,C19-ENVISION : Sentara Careplex-N,33
797951,ENVISION : Sentara Lake Ridge Emergency Room,C19-ENVISION : Sentara Lake Ridge Emergency Room,48
629027,ENVISION : Sentara Northern Virginia Medical Center,C19-ENVISION : Sentara Northern Virginia Medical Center,55
90418,ENVISION : Sentara Port Warwick-N,C19-ENVISION : Sentara Port Warwick-N,37
89856,ENVISION : South Georgia Medical Center-S,C19-ENVISION : South Georgia Medical Center-S,45
105352,ENVISION : Southeast Perinatal Associates,C19-ENVISION : Southeast Perinatal Associates,45
535705,ENVISION : Southern Ocean Medical Center- HM,C19-ENVISION : Southern Ocean Medical Center- HM,48
173264,ENVISION : Southern Ocean Medical Center-N,C19-ENVISION : Southern Ocean Medical Center-N,46
172558,ENVISION : Sparrow Hospital,C19-ENVISION : Sparrow Hospitals,32
172560,ENVISION : Sparrow Ionia,C19-ENVISION : Sparrow Ionia,28
88800,ENVISION : Spotsylvania Regional Medical Center-S,C19-ENVISION : Spotsylvania Regional Medical Center-S,53
140100,ENVISION : St Lukes Cornwall Hospital-N,C19-ENVISION : St Lukes Cornwall Hospital-N,43
17053,ENVISION : St. Elizabeth Crawfordsville-N,C19-ENVISION : St. Elizabeth Crawfordsville-N,45
17052,ENVISION : St. Elizabeth East-N,C19-ENVISION : St. Elizabeth East-N,35
16862,ENVISION : St. Elizabeth Hospital,C19-ENVISION : St. Elizabeth Hospital,37
16814,ENVISION : St. Francis Hospital,C19-ENVISION : St. Francis Hospital,35
16813,ENVISION : St. John's Hospital,C19-ENVISION : St. John's Hospital,34
194967,ENVISION : St. Joseph's Hospital,C19-ENVISION : St. Joseph's Hospital,36
16983,ENVISION : St. Mary Hospital-N,C19-ENVISION : St. Mary Hospital-N,34
23289,ENVISION : St. Mary's Hospital,C19-ENVISION : St. Mary's Hospital,34
178657,ENVISION : St. Nicholas Hospital,C19-ENVISION : St. Nicholas Hospital,36
134634,ENVISION : Summerfield ER,C19-ENVISION : Summerfield ER,29
178659,ENVISION : SwedishAmerican Rockford Emergency Room,C19-ENVISION : SwedishAmerican Rockford Emergency Room,54
122132,ENVISION : Texoma Medical Center-Hospitalist-W,C19-ENVISION : Texoma Medical Center-Hospitalist-W,50
387107,ENVISION : Tomball Regional Medical Center-Alliance,C19-ENVISION : Tomball Regional Medical Center-Alliance,55
132175,ENVISION : Transmountain Campus-W,C19-ENVISION : Transmountain Campus-W,37
477027,ENVISION : Trios Southridge Hospital-W,C19-ENVISION : Trios Southridge Hospital-W,42
507344,ENVISION : TS-Clearwater Pain Management Office-S,C19-ENVISION : TS-Clearwater Pain Management Office-S,53
353713,ENVISION : TS-Owensboro Health Regional Telescribe-N,C19-ENVISION : TS-Owensboro Health Regional Telescribe-N,56
566904,ENVISION : TS-Pinellas Park Office-S,C19-ENVISION : TS-Pinellas Park Office-S,40
42127,ENVISION : Tucson Medical Center-W,C19-ENVISION : Tucson Medical Center-W,38
454177,ENVISION : UT Health East Texas-W,C19-ENVISION : UT Health East Texas-W,37
150830,ENVISION : Valley Health System (MAIN)-W : Centennial Hills Hospital Medical Center,C19-ENVISION : Centennial Hills Hospital Medical Center,55
107925,ENVISION : Valley Health System (MAIN)-W : Desert Springs Hospital,C19-ENVISION : Desert Springs Hospital,38
150832,ENVISION : Valley Health System (MAIN)-W : Henderson Hospital,C19-ENVISION : Henderson Hospital,33
150831,ENVISION : Valley Health System (MAIN)-W : Spring Valley Hospital Medical Center,C19-ENVISION : Spring Valley Hospital Medical Center,52
150833,ENVISION : Valley Health System (MAIN)-W : Summerlin Hospital,C19-ENVISION : Summerlin Hospital,33
150829,ENVISION : Valley Health System (MAIN)-W : Valley Hospital Medical Center,C19-ENVISION : Valley Hospital Medical Center,45
17036,ENVISION : Valley Regional Medical Center-S,C19-ENVISION : Valley Regional Medical Center-S,47
146112,ENVISION : Washington Hospital-Hospitalist-N,C19-ENVISION : Washington Hospital-Hospitalist-N,48
136014,ENVISION : Washington Hospital-N,C19-ENVISION : Washington Hospital-N,36
17034,ENVISION : West Houston Medical Center-S,C19-ENVISION : West Houston Medical Center-S,44
79470,ENVISION : West Marion Community Hospital,C19-ENVISION : West Marion Community Hospital,45
143530,ENVISION : West Marion Community Hospital- QuickCare,C19-ENVISION : West Marion Community Hospital- QuickCare,56
428109,EPCHA : Emergency Physicians of Community Hospital Anderson,C19-EPCHA : Emergency Physicians of Community Hospital Anderson,63
16438,EPI : St. Francis-Indianapolis,C19-EPI : St. Francis-Indianapolis,34
16450,EPMC : Midwest Regional Medical Center,C19-EPMC : Midwest Regional Medical Center,42
198991,EPSN : Elliot Hospital,C19-EPSN : Elliot Hospital,26
390825,ERMA : East River Medical Associates,C19-ERMA : East River Medical Associates,40
427081,ERMED : Aurora Emergency Services (MAIN) : St Lukes Medical Center,C19-ERMED : Aurora Emergency Services (MAIN) : St Lukes Medical Center,70
427092,ERMED : Aurora Emergency Services (MAIN) : St. Luke South Shore of AHCM,C19-ERMED : Aurora Emergency Services (MAIN) : St. Luke South Shore of AHCM,75
427080,ERMED : Aurora Emergency Services (MAIN) : West Allis Medical Center,C19-ERMED : Aurora Emergency Services (MAIN) : West Allis Medical Center,72
88955,ERSC : El Rio Santa Cruz Neighborhood Health Center-Northwest,C19-ERSC : El Rio Santa Cruz Neighborhood Health Center-Northwest,65
88954,ERSC : El Rio Santa Cruz Neighborhood-Southwest,C19-ERSC : El Rio Santa Cruz Neighborhood-Southwest,51
607640,ERSC : El Rio Telescribe (MAIN) : TS-Cherrybell,C19-ERSC : El Rio Telescribe (MAIN) : TS-Cherrybell,51
732537,ERSC : El Rio Telescribe (MAIN) : TS-Congress,C19-ERSC : El Rio Telescribe (MAIN) : TS-Congress,49
443482,ERSC : El Rio Telescribe (MAIN) : TS-El Pueblo and Center of Opportunity,C19-ERSC : El Rio Telescribe (MAIN) : TS-El Pueblo and Center of Opportunity,76
172567,ERSC : El Rio Telescribe (MAIN) : TS-Health on Broadway,C19-ERSC : El Rio Telescribe (MAIN) : TS-Health on Broadway,59
443485,ERSC : El Rio Telescribe (MAIN) : TS-Northwest-320,C19-ERSC : El Rio Telescribe (MAIN) : TS-Northwest-320,54
443586,ERSC : El Rio Telescribe (MAIN) : TS-Northwest-340,C19-ERSC : El Rio Telescribe (MAIN) : TS-Northwest-340,54
732536,ERSC : El Rio Telescribe (MAIN) : TS-Southeast,C19-ERSC : El Rio Telescribe (MAIN) : TS-Southeast,50
443483,ERSC : El Rio Telescribe (MAIN) : TS-Southwest,C19-ERSC : El Rio Telescribe (MAIN) : TS-Southwest,50
172568,ERSC : El Rio Telescribe (MAIN) : TS-Special Immunology Associates,C19-ERSC : El Rio Telescribe (MAIN) : TS-Special Immunology Associates,70
125796,ERSC : El Rio-Broadway,C19-ERSC : El Rio-Broadway,26
88344,ERSC : El Rio-Congress,C19-ERSC : El Rio-Congress,26
125797,ERSC : El Rio-El Pueblo,C19-ERSC : El Rio-El Pueblo,27
125798,ERSC : El Rio-Southeast,C19-ERSC : El Rio-Southeast,27
16852,ES : Community Medical Center,C19-ES : Community Medical Center,33
16746,ESA : Peninsula Regional Medical,C19-ESA : Peninsula Regional Medical,36
698607,ESSE : Ali Husain,C19-ESSE : Ali Husain,21
795284,ESSE : Ali Husain (MAIN) : Florissant,C19-ESSE : Ali Husain (MAIN) : Florissant,41
795283,ESSE : Ali Husain (MAIN) : St. Charles,C19-ESSE : Ali Husain (MAIN) : St. Charles,42
16306,ESSE : Audrey Montooth,C19-ESSE : Audrey Montooth,26
136677,ESSE : Brett Foersterling,C19-ESSE : Brett Foersterling,29
623729,ESSE : Christopher Wedell,C19-ESSE : Christopher Wedell,29
732228,ESSE : Dion Miranda,C19-ESSE : Dion Miranda,23
16433,ESSE : Dr. Gary Maassen,C19-ESSE : Dr. Gary Maassen,27
16434,ESSE : Irwin Plisco,C19-ESSE : Irwin Plisco,23
16287,ESSE : Janelle Roethemeyer,C19-ESSE : Janelle Roethemeyer,30
16307,ESSE : Jennifer Sewing,C19-ESSE : Jennifer Sewing,26
174086,ESSE : Kyle Moylan,C19-ESSE : Kyle Moylan,22
16355,ESSE : Lisa Schultz,C19-ESSE : Lisa Schultz,23
16427,ESSE : Robert Pozzi,C19-ESSE : Robert Pozzi,23
139945,ESSE : SP-Stephen Knapp (MAIN) : Florissant Office,C19-ESSE : SP-Stephen Knapp (MAIN) : Florissant Office,54
139944,ESSE : SP-Stephen Knapp (MAIN) : St. Peters Office,C19-ESSE : SP-Stephen Knapp (MAIN) : St. Peters Office,54
174085,ESSE : Sri Kolli,C19-ESSE : Sri Kolli,20
16435,ESSE : Steve Nester,C19-ESSE : Steve Nester,23
146359,ESSE : WF-William Feldner,C19-ESSE : WF-William Feldner,29
183489,ESSEX : Essex Oncology of North Jersey (MAIN) : BelleVille Clinic,C19-ESSEX : Essex Oncology of North Jersey (MAIN) : BelleVille Clinic,69
183488,ESSEX : Essex Oncology of North Jersey (MAIN) : Bloomfield Clinic,C19-ESSEX : Essex Oncology of North Jersey (MAIN) : Bloomfield Clinic,69
183490,ESSEX : Essex Oncology of North Jersey (MAIN) : Montclair Clinic,C19-ESSEX : Essex Oncology of North Jersey (MAIN) : Montclair Clinic,68
183491,ESSEX : Essex Oncology of North Jersey (MAIN) : Roselle Office,C19-ESSEX : Essex Oncology of North Jersey (MAIN) : Roselle Office,66
427093,EUEP : Sacred Heart Emergency (MAIN) : Medical Center at Riverbend,C19-EUEP : Sacred Heart Emergency (MAIN) : Medical Center at Riverbend,70
427119,EUEP : Sacred Heart Emergency (MAIN) : University District,C19-EUEP : Sacred Heart Emergency (MAIN) : University District,62
75589,EVGH : Evergreen Health Ortho and Spine,C19-EVGH : Evergreen Health Ortho and Spine,43
75590,EVGH : Evergreen Health PC- Redmond,C19-EVGH : Evergreen Health PC- Redmond,39
75587,EVGH : Evergreen Health- Kirkland,C19-EVGH : Evergreen Health- Kirkland,37
16960,EVGH : Evergreen Health-Canyon Park,C19-EVGH : Evergreen Health-Canyon Park,39
135158,EVGH : EvergreenHealth Orthopedics and Sports Care-Coral,C19-EVGH : EvergreenHealth Orthopedics and Sports Care-Coral,60
16959,EVGH : EvergreenHealth PC-Kenmore,C19-EVGH : EvergreenHealth PC-Kenmore,37
23397,EVGH : EvergreenHealth PC-Sammamish,C19-EVGH : EvergreenHealth PC-Sammamish,39
42004,EXHC : Exer Urgent Care (MAIN) : Calabasas,C19-EXHC : Exer Urgent Care (MAIN) : Calabasas,46
732226,EXHC : Exer Urgent Care (MAIN) : Camarillo,C19-EXHC : Exer Urgent Care (MAIN) : Camarillo,46
483574,EXHC : Exer Urgent Care (MAIN) : Canyon Country,C19-EXHC : Exer Urgent Care (MAIN) : Canyon Country,51
190695,EXHC : Exer Urgent Care (MAIN) : Culver City,C19-EXHC : Exer Urgent Care (MAIN) : Culver City,48
611407,EXHC : Exer Urgent Care (MAIN) : La Cañada,C19-EXHC : Exer Urgent Care (MAIN) : La Cañada,46
197765,EXHC : Exer Urgent Care (MAIN) : Manhattan Beach,C19-EXHC : Exer Urgent Care (MAIN) : Manhattan Beach,52
793192,EXHC : Exer Urgent Care (MAIN) : Marina Del Rey,C19-EXHC : Exer Urgent Care (MAIN) : Marina Del Rey,51
165773,EXHC : Exer Urgent Care (MAIN) : Newbury Park,C19-EXHC : Exer Urgent Care (MAIN) : Newbury Park,49
165774,EXHC : Exer Urgent Care (MAIN) : Northridge,C19-EXHC : Exer Urgent Care (MAIN) : Northridge,47
199114,EXHC : Exer Urgent Care (MAIN) : Pasadena,C19-EXHC : Exer Urgent Care (MAIN) : Pasadena,45
165778,EXHC : Exer Urgent Care (MAIN) : Redondo Beach,C19-EXHC : Exer Urgent Care (MAIN) : Redondo Beach,50
736718,EXHC : Exer Urgent Care (MAIN) : Rolling Hills,C19-EXHC : Exer Urgent Care (MAIN) : Rolling Hills,50
193604,EXHC : Exer Urgent Care (MAIN) : Santa Clarita,C19-EXHC : Exer Urgent Care (MAIN) : Santa Clarita,50
165775,EXHC : Exer Urgent Care (MAIN) : Sherman Oaks,C19-EXHC : Exer Urgent Care (MAIN) : Sherman Oaks,49
732225,EXHC : Exer Urgent Care (MAIN) : West Hills,C19-EXHC : Exer Urgent Care (MAIN) : West Hills,47
592654,EXHC : Exer Urgent Care (MAIN) : Westlake Village,C19-EXHC : Exer Urgent Care (MAIN) : Westlake Village,53
611406,EXHC : Exer Urgent Care (MAIN) : Westwood,C19-EXHC : Exer Urgent Care (MAIN) : Westwood,45
191175,FAHMG : Family Health Medical Group,C19-FAHMG : Family Health Medical Group,39
340019,FCAPA : TS-Franklin Cardiovascular Associates,C19-FCAPA : TS-Franklin Cardiovascular Associates,49
150069,FCHC : Fenway Health (Main) : Fenway Health,C19-FCHC : Fenway Health (Main) : Fenway Health,47
42293,FCHC : Fenway Health (Main) : South End,C19-FCHC : Fenway Health (Main) : South End,43
398870,FCPCHD : TS-Ferry County Hospital,C19-FCPCHD : TS-Ferry County Hospital,37
664429,FFHC : Cottage Grove,C19-FFHC : Cottage Grove,24
690857,FFHC : Woodlawn,C19-FFHC : Woodlawn,19
477022,FFM : TS-Fong Family Medical,C19-FFM : TS-Fong Family Medical,32
135176,FHC : FirstHealth Moore Regional Hospital,C19-FHC : FirstHealth Moore Regional Hospital,45
386068,FHCA : Family HealthCare Associates- Mansfield Clinic,C19-FHCA : Family HealthCare Associates- Mansfield Clinic,57
16759,FHCA : Family HealthCare-Fielder Clinic,C19-FHCA : Family HealthCare-Fielder Clinic,43
16760,FHCA : Family HealthCare-SW Green Oaks,C19-FHCA : Family HealthCare-SW Green Oaks,42
741677,FHCA : TS-Family HealthCare Associates’ Mansfield Clinic,C19-FHCA : TS-Family HealthCare Associates’ Mansfield Clinic,60
200258,FHCentralEDNav : FH Central ED Navigator (MAIN) : Altamonte,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Altamonte,63
200259,FHCentralEDNav : FH Central ED Navigator (MAIN) : Apopka,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Apopka,60
200260,FHCentralEDNav : FH Central ED Navigator (MAIN) : Celebration,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Celebration,65
200261,FHCentralEDNav : FH Central ED Navigator (MAIN) : East Orlando,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : East Orlando,66
200262,FHCentralEDNav : FH Central ED Navigator (MAIN) : Kissimmee,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Kissimmee,63
200265,FHCentralEDNav : FH Central ED Navigator (MAIN) : Lake Mary ER,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Lake Mary ER,66
200266,FHCentralEDNav : FH Central ED Navigator (MAIN) : Orlando,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Orlando,61
710579,FHCentralEDNav : FH Central ED Navigator (MAIN) : Oviedo,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Oviedo,60
710576,FHCentralEDNav : FH Central ED Navigator (MAIN) : Waterford Lakes,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Waterford Lakes,69
200267,FHCentralEDNav : FH Central ED Navigator (MAIN) : Winter Garden,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Winter Garden,67
200268,FHCentralEDNav : FH Central ED Navigator (MAIN) : Winter Park Memorial Hospital,C19-FHCentralEDNav : FH Central ED Navigator (MAIN) : Winter Park Memorial Hospital,83
32097,FHCW : Family Health Center of Worcester,C19-FHCW : Family Health Center of Worcester,44
502177,FHCW : TS-Family Health Center of Worcester,C19-FHCW : TS-Family Health Center of Worcester,47
16352,FHG : Florida Heart Group,C19-FHG : Florida Heart Group,29
800862,FHMG : Cardiology at Apopka (MAIN) : Cardiology Apopka,C19-FHMG : Cardiology at Apopka (MAIN) : Cardiology Apopka,58
826728,FHMG : Cardiology at Apopka (MAIN) : Winter Garden,C19-FHMG : Cardiology at Apopka (MAIN) : Winter Garden,54
113383,FHMG : Florida Hospital Medical Group (MAIN) : East Orlando,C19-FHMG : Florida Hospital Medical Group (MAIN) : East Orlando,63
116127,FHMG : Florida Hospital Medical Group (MAIN) : Pediatric Cardiology,C19-FHMG : Florida Hospital Medical Group (MAIN) : Pediatric Cardiology,71
105226,FHMG : Florida Hospital Medical Group (MAIN) : Urology-Mills,C19-FHMG : Florida Hospital Medical Group (MAIN) : Urology-Mills,64
109502,FHMG : Florida Hospital Medical Group (MAIN) : Waterman Way,C19-FHMG : Florida Hospital Medical Group (MAIN) : Waterman Way,63
500550,FHMG : Florida Hospital Orlando - PICU,C19-FHMG : Florida Hospital Orlando - PICU,42
136015,FHMG : Florida Hospital Orlando-NICU,C19-FHMG : Florida Hospital Orlando-NICU,40
828085,FHMG : Hematology Oncology,C19-FHMG : Hematology Oncology,30
567614,FHN : Freeport Regional Health Care Network (MAIN) : Fairway Drive,C19-FHN : Freeport Regional Health Care Network (MAIN) : Fairway Drive,70
567617,FHN : Freeport Regional Health Care Network (MAIN) : West Stephenson Street,C19-FHN : Freeport Regional Health Care Network (MAIN) : West Stephenson Street,79
655731,FHRN : CDU Obs,C19-FHRN : CDU Obs,18
199385,FHRN : Florida Hospital Altamonte,C19-FHRN : Florida Hospital Altamonte,37
199384,FHRN : Florida Hospital Kissimmee,C19-FHRN : Florida Hospital Kissimmee,37
199386,FHRN : Florida Hospital Orlando,C19-FHRN : Florida Hospital Orlando,35
655732,FHRN : Kissimmee Med-Tele,C19-FHRN : Kissimmee Med-Tele,29
553373,FHRN : Pediatric Med-Surg,C19-FHRN : Pediatric Med-Surg,29
178616,FHS : Blaine-Orthopedics,C19-FHS : Blaine-Orthopedics,28
799667,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Andover - Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Andover - Family Medicine,84
179042,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Apple Valley-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Apple Valley-Family Medicine,87
178608,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Bass Lake-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Bass Lake-Family Medicine,84
178617,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Brooklyn Park-Internal Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Brooklyn Park-Internal Medicine,90
178628,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville Orthopedics,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville Orthopedics,81
178931,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville-Internal Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville-Internal Medicine,87
178618,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville-Pediatrics,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Burnsville-Pediatrics,80
799664,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Columbia Heights - Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Columbia Heights - Family Medicine,93
178619,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eagan-IM Peds,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eagan-IM Peds,72
178611,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eagan-OB/GYN,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eagan-OB/GYN,71
740233,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eden Prairie - Internal Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eden Prairie - Internal Medicine,91
178620,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eden Prairie-Dermatology,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Eden Prairie-Dermatology,83
178932,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Edina-Internal Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Edina-Internal Medicine,82
178621,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Elk River-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Elk River-Family Medicine,84
178627,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fairview Clinics-OB/GYN,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fairview Clinics-OB/GYN,82
178622,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Farmington-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Farmington-Family Medicine,85
178623,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fridley-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fridley-Family Medicine,82
178609,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fridley-Internal Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Fridley-Internal Medicine,84
178624,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Hiawatha-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Hiawatha-Family Medicine,83
179044,FHS : Fairview Consolidated Multi-Specialties (MAIN) : ieRiverside-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : ieRiverside-Family Medicine,86
178610,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Lakeville-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Lakeville-Family Medicine,84
178625,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Lino Lakes-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Lino Lakes-Family Medicine,85
799663,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Minneapolis - Podiatry,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Minneapolis - Podiatry,81
178626,FHS : Fairview Consolidated Multi-Specialties (MAIN) : New Brighton-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : New Brighton-Family Medicine,87
178933,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Princeton-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Princeton-Family Medicine,84
178629,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Princeton/Fridley/Elk River-ENT,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Princeton/Fridley/Elk River-ENT,90
179043,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Prior Lake-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Prior Lake-Family Medicine,85
178630,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rogers-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rogers-Family Medicine,81
178631,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rosemount-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rosemount-Family Medicine,84
178632,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rush City-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Rush City-Family Medicine,84
178633,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Savage-Family Medicine,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Savage-Family Medicine,81
178635,FHS : Fairview Consolidated Multi-Specialties (MAIN) : University Children's-Pediatrics,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : University Children's-Pediatrics,91
179045,FHS : Fairview Consolidated Multi-Specialties (MAIN) : Wyoming-Otolaryngology,C19-FHS : Fairview Consolidated Multi-Specialties (MAIN) : Wyoming-Otolaryngology,81
178614,FHS : Fairview Lakes-Emergency Department,C19-FHS : Fairview Lakes-Emergency Department,45
178615,FHS : Fairview Northland Emergency Department,C19-FHS : Fairview Northland Emergency Department,49
505764,FHS : Grand Avenue Clinic - Family Medicine,C19-FHS : Grand Avenue Clinic - Family Medicine,47
385941,FHS : Maplewood - Family Medicine,C19-FHS : Maplewood - Family Medicine,37
385942,FHS : Midway - Family Medicine,C19-FHS : Midway - Family Medicine,34
385943,FHS : Oakdale - Family Medicine,C19-FHS : Oakdale - Family Medicine,35
178636,FHS : Pain Management Center in Blaine,C19-FHS : Pain Management Center in Blaine,42
178934,FHS : Princeton-Hospice,C19-FHS : Princeton-Hospice,27
385944,FHS : Roselawn - Family Medicine,C19-FHS : Roselawn - Family Medicine,36
385945,FHS : Tamarack - Family Medicine,C19-FHS : Tamarack - Family Medicine,36
178634,FHS : Twin Cities-Hospice,C19-FHS : Twin Cities-Hospice,29
385947,FHS : Vadnais Heights - Family Medicine,C19-FHS : Vadnais Heights - Family Medicine,43
385949,FHS : Woodwinds - Family Medicine,C19-FHS : Woodwinds - Family Medicine,37
179046,FHS : Wyoming/Bloomington-Dermatology,C19-FHS : Wyoming/Bloomington-Dermatology,41
1,Finance,C19-Finance,11
203840,FJC : TS-Patchogue Clinic,C19-FJC : TS-Patchogue Clinic,29
203839,FJC : TS-Shirley Clinic,C19-FJC : TS-Shirley Clinic,27
105284,FLAG : Flagstaff Medical Center,C19-FLAG : Flagstaff Medical Center,35
107803,FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Family Medicine,C19-FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Family Medicine,74
107802,FMC : Fairchild Medical Center - CA (MAIN) : Fairchild OB/GYN and General Surgery,C19-FMC : Fairchild Medical Center - CA (MAIN) : Fairchild OB/GYN and General Surgery,85
107801,FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Ortho and FM,C19-FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Ortho and FM,71
107798,FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Pediatrics,C19-FMC : Fairchild Medical Center - CA (MAIN) : Fairchild Pediatrics,69
109623,FMC : Fairchild Medical Center Emergency,C19-FMC : Fairchild Medical Center Emergency,44
443692,FMCW : Frodetert Health Clinic (MAIN) : Frodetert Health Clinic - Hartford,C19-FMCW : Frodetert Health Clinic (MAIN) : Frodetert Health Clinic - Hartford,78
443691,FMCW : Frodetert Health Clinic (MAIN) : Frodetert Health Clinic - West Bend,C19-FMCW : Frodetert Health Clinic (MAIN) : Frodetert Health Clinic - West Bend,79
759211,FMCW : Frodetert Health Clinic (MAIN) : New Berlin,C19-FMCW : Frodetert Health Clinic (MAIN) : New Berlin,54
802417,FMCW : Frodetert Health Clinic (MAIN) : Sussex,C19-FMCW : Frodetert Health Clinic (MAIN) : Sussex,50
451364,FMHS : Jonathan Wirjo DO,C19-FMHS : Jonathan Wirjo DO,28
132611,FMP : Foundation Medical Partners (MAIN) : Downtown Medical Associates,C19-FMP : Foundation Medical Partners (MAIN) : Downtown Medical Associates,74
132613,FMP : Foundation Medical Partners (MAIN) : Foot and Ankle Center,C19-FMP : Foundation Medical Partners (MAIN) : Foot and Ankle Center,68
830101,FMP : Foundation Medical Partners (MAIN) : Foundation Hematology/Oncology,C19-FMP : Foundation Medical Partners (MAIN) : Foundation Hematology/Oncology,77
